Seriation_Solution Mean_Distance Solution_Size
9268 178697.176700753 4
9267 178697.176700753 4
6140 178739.110472867 3
1045 178739.110472867 3
11116 178760.762622261 4
3751 178760.762622261 4
11115 178760.762622261 4
11443 178803.065448008 4
3935 178803.065448008 4
11442 178803.065448008 4
6112 178803.967194205 3
1032 178803.967194205 3
5125 178841.854881577 4
525 178841.854881577 4
5126 178841.854881577 4
3015 178845.341803489 4
9787 178845.341803489 4
9786 178845.341803489 4
1059 178858.083474452 4
6167 178858.083474452 4
6168 178858.083474452 4
6730 178951.599529645 3
1366 178951.599529645 3
979 178954.445373168 3
6018 178954.445373168 3
2956 179052.627383032 3
9674 179052.627383032 3
6663 179062.942145982 4
1327 179062.942145982 4
6664 179062.942145982 4
6642 179074.853773099 4
6641 179074.853773099 4
1317 179074.853773099 4
4808 179123.262089453 4
360 179123.262089453 4
4807 179123.262089453 4
7351 179151.355307031 4
1691 179151.355307031 4
7352 179151.355307031 4
8390 179197.32835191 4
8389 179197.32835191 4
2251 179197.32835191 4
9737 179210.014768096 4
9736 179210.014768096 4
2988 179210.014768096 4
5998 179216.806195683 3
967 179216.806195683 3
187 179264.140416371 4
4440 179264.140416371 4
4441 179264.140416371 4
9880 179298.509759055 3
3066 179298.509759055 3
8916 179360.09695019 4
8915 179360.09695019 4
2552 179360.09695019 4
7812 179419.27264059 3
1933 179419.27264059 3
8465 179438.729701887 4
2295 179438.729701887 4
8464 179438.729701887 4
8005 179500.78138214 4
2043 179500.78138214 4
8006 179500.78138214 4
10085 179511.326632798 4
3177 179511.326632798 4
10086 179511.326632798 4
10647 179527.033232538 4
3496 179527.033232538 4
10648 179527.033232538 4
9561 179567.163664063 4
2900 179567.163664063 4
9562 179567.163664063 4
1326 179592.223564044 4
6661 179592.223564044 4
6662 179592.223564044 4
6340 179595.827967606 3
1156 179595.827967606 3
7847 179626.85136622 4
7848 179626.85136622 4
1954 179626.85136622 4
9714 179640.112289133 4
9715 179640.112289133 4
2977 179640.112289133 4
2100 179648.36475037 3
8106 179648.36475037 3
11562 179671.666728978 3
4009 179671.666728978 3
7961 179684.107678789 4
2017 179684.107678789 4
7960 179684.107678789 4
7444 179692.693776201 3
1738 179692.693776201 3
9477 179722.99948348 4
9476 179722.99948348 4
2852 179722.99948348 4
1110 179771.939388212 3
6266 179771.939388212 3
9378 179808.124204646 5
9376 179808.124204646 5
9377 179808.124204646 5
2798 179808.124204646 5
1614 179849.589700761 4
7211 179849.589700761 4
7210 179849.589700761 4
10273 179970.304464013 5
3276 179970.304464013 5
10272 179970.304464013 5
10271 179970.304464013 5
9857 179985.056464812 4
9858 179985.056464812 4
3053 179985.056464812 4
5385 180026.265900701 4
663 180026.265900701 4
5386 180026.265900701 4
10242 180131.654348582 3
3261 180131.654348582 3
681 180136.431621169 4
5422 180136.431621169 4
5421 180136.431621169 4
3570 180152.675605828 4
10800 180152.675605828 4
10801 180152.675605828 4
7725 180242.201933718 5
7723 180242.201933718 5
1884 180242.201933718 5
7724 180242.201933718 5
1501 180397.514460916 4
6975 180397.514460916 4
6976 180397.514460916 4
1913 180511.817180994 3
7782 180511.817180994 3
5548 180535.033136136 4
5549 180535.033136136 4
746 180535.033136136 4
1000 180536.082765631 3
6062 180536.082765631 3
4384 180578.321135823 4
160 180578.321135823 4
4383 180578.321135823 4
396 180601.51571805 5
4878 180601.51571805 5
4879 180601.51571805 5
4877 180601.51571805 5
5523 180665.226301658 3
734 180665.226301658 3
7455 180712.873984726 4
1744 180712.873984726 4
7456 180712.873984726 4
6965 180735.939202433 4
1497 180735.939202433 4
6966 180735.939202433 4
2254 180745.260806882 4
8395 180745.260806882 4
8396 180745.260806882 4
152 180840.156500475 4
4367 180840.156500475 4
4368 180840.156500475 4
11439 180866.765540692 4
3933 180866.765540692 4
11438 180866.765540692 4
10782 180873.988714089 5
10784 180873.988714089 5
3562 180873.988714089 5
10783 180873.988714089 5
1066 180909.091184169 4
6184 180909.091184169 4
6183 180909.091184169 4
598 180941.762815472 3
5264 180941.762815472 3
2352 180954.11879572 4
8567 180954.11879572 4
8566 180954.11879572 4
1969 180974.702901479 3
7878 180974.702901479 3
9462 181112.902447761 4
2843 181112.902447761 4
9461 181112.902447761 4
8745 181222.521518483 4
2452 181222.521518483 4
8746 181222.521518483 4
10175 181289.229290616 4
3224 181289.229290616 4
10174 181289.229290616 4
6052 181300.91842942 4
995 181300.91842942 4
6053 181300.91842942 4
192 181308.228935606 5
4453 181308.228935606 5
4454 181308.228935606 5
4452 181308.228935606 5
1481 181338.06108008 3
6928 181338.06108008 3
4617 181455.079684135 4
4618 181455.079684135 4
271 181455.079684135 4
3786 181567.590117651 4
11167 181567.590117651 4
11168 181567.590117651 4
3152 181633.441427079 3
10034 181633.441427079 3
5919 181636.225599253 4
5918 181636.225599253 4
929 181636.225599253 4
5745 181679.959705809 4
853 181679.959705809 4
5746 181679.959705809 4
4203 181684.634487884 4
71 181684.634487884 4
4202 181684.634487884 4
1675 181695.357828502 4
7317 181695.357828502 4
7318 181695.357828502 4
10235 181739.963888883 3
3257 181739.963888883 3
9567 181784.350878296 4
9566 181784.350878296 4
2902 181784.350878296 4
9155 181810.909964339 4
9154 181810.909964339 4
2679 181810.909964339 4
11636 181817.817480773 4
11637 181817.817480773 4
4051 181817.817480773 4
1311 181857.065991713 4
6628 181857.065991713 4
6629 181857.065991713 4
1591 181871.672015662 4
7162 181871.672015662 4
7161 181871.672015662 4
9638 181886.214682277 4
2936 181886.214682277 4
9637 181886.214682277 4
4797 181917.391600431 4
4796 181917.391600431 4
355 181917.391600431 4
5159 181997.644478526 4
5160 181997.644478526 4
541 181997.644478526 4
1657 182020.74076571 3
7284 182020.74076571 3
2886 182025.592620632 4
9539 182025.592620632 4
9538 182025.592620632 4
10821 182100.671085904 4
10822 182100.671085904 4
3583 182100.671085904 4
2065 182123.111418623 4
8047 182123.111418623 4
8046 182123.111418623 4
10622 182135.799846675 3
3481 182135.799846675 3
2828 182154.893126659 3
9433 182154.893126659 3
1988 182160.356598031 4
7912 182160.356598031 4
7911 182160.356598031 4
6904 182197.378869907 4
1467 182197.378869907 4
6903 182197.378869907 4
3330 182230.390287286 3
10366 182230.390287286 3
9216 182238.899864753 4
9215 182238.899864753 4
2713 182238.899864753 4
791 182261.416835698 3
5628 182261.416835698 3
7250 182281.423047713 3
1635 182281.423047713 3
3304 182330.927062109 4
10324 182330.927062109 4
10325 182330.927062109 4
10083 182367.653720547 5
10084 182367.653720547 5
3176 182367.653720547 5
10082 182367.653720547 5
5663 182375.146051678 3
809 182375.146051678 3
6667 182424.625863504 4
6668 182424.625863504 4
1330 182424.625863504 4
1294 182441.538665664 4
6588 182441.538665664 4
6589 182441.538665664 4
8486 182484.529695141 4
8487 182484.529695141 4
2306 182484.529695141 4
7097 182502.081761372 3
1560 182502.081761372 3
5732 182529.702470209 4
846 182529.702470209 4
5731 182529.702470209 4
4419 182540.828175708 5
4420 182540.828175708 5
178 182540.828175708 5
4418 182540.828175708 5
1498 182553.153470423 4
6967 182553.153470423 4
6968 182553.153470423 4
2967 182586.217525124 3
9695 182586.217525124 3
9149 182621.082592026 4
9150 182621.082592026 4
2677 182621.082592026 4
8694 182625.887617918 4
2422 182625.887617918 4
8695 182625.887617918 4
5826 182723.679971176 4
5825 182723.679971176 4
889 182723.679971176 4
176 182724.548959106 4
4416 182724.548959106 4
4415 182724.548959106 4
4674 182750.467708695 4
299 182750.467708695 4
4673 182750.467708695 4
7966 182777.876526188 4
7967 182777.876526188 4
2020 182777.876526188 4
3467 182808.997394888 3
10602 182808.997394888 3
5238 182888.288755122 4
584 182888.288755122 4
5239 182888.288755122 4
820 182888.345223566 3
5685 182888.345223566 3
5684 182900.359008218 4
819 182900.359008218 4
5683 182900.359008218 4
10673 182912.320470385 3
3511 182912.320470385 3
7212 182956.827455359 4
1615 182956.827455359 4
7213 182956.827455359 4
5856 182994.894538664 4
902 182994.894538664 4
5857 182994.894538664 4
980 183049.474191862 4
6019 183049.474191862 4
6020 183049.474191862 4
10164 183062.212734662 4
3217 183062.212734662 4
10165 183062.212734662 4
11272 183070.7440944 5
11274 183070.7440944 5
3843 183070.7440944 5
11273 183070.7440944 5
2691 183106.192440889 4
9177 183106.192440889 4
9178 183106.192440889 4
3724 183156.826908854 3
11070 183156.826908854 3
11073 183176.277454201 4
3727 183176.277454201 4
11074 183176.277454201 4
5025 183181.406911607 4
472 183181.406911607 4
5024 183181.406911607 4
1122 183209.86188736 3
6285 183209.86188736 3
6812 183273.018003895 4
6811 183273.018003895 4
1411 183273.018003895 4
7788 183275.375105879 3
1917 183275.375105879 3
10928 183281.329200142 4
10929 183281.329200142 4
3642 183281.329200142 4
2 183338.149955044 3
4064 183338.149955044 3
6883 183347.354875182 4
6882 183347.354875182 4
1452 183347.354875182 4
8082 183347.578010232 3
2085 183347.578010232 3
4840 183368.538083091 4
4841 183368.538083091 4
377 183368.538083091 4
3419 183368.816089202 3
10507 183368.816089202 3
7165 183385.447014113 4
1593 183385.447014113 4
7166 183385.447014113 4
872 183414.092651468 4
5786 183414.092651468 4
5785 183414.092651468 4
7764 183441.613822023 4
7763 183441.613822023 4
1901 183441.613822023 4
9725 183468.047942633 3
2982 183468.047942633 3
7006 183470.05005959 4
1516 183470.05005959 4
7007 183470.05005959 4
1638 183478.109800792 4
7253 183478.109800792 4
7254 183478.109800792 4
9296 183483.364935988 5
9297 183483.364935988 5
2758 183483.364935988 5
9295 183483.364935988 5
11427 183500.343710428 3
3924 183500.343710428 3
2543 183528.605333118 3
8897 183528.605333118 3
1 183555.397391758 5
4061 183555.397391758 5
4063 183555.397391758 5
4062 183555.397391758 5
5089 183627.554397702 4
5090 183627.554397702 4
505 183627.554397702 4
5444 183646.491147058 4
5443 183646.491147058 4
692 183646.491147058 4
8900 183673.459526159 5
2546 183673.459526159 5
8902 183673.459526159 5
8901 183673.459526159 5
7105 183697.675077321 4
1564 183697.675077321 4
7106 183697.675077321 4
4568 183698.598760181 4
247 183698.598760181 4
4567 183698.598760181 4
7299 183824.578819371 4
1665 183824.578819371 4
7298 183824.578819371 4
7439 183839.021263943 3
1735 183839.021263943 3
3943 183879.822169855 3
11456 183879.822169855 3
1504 183972.479761481 4
6982 183972.479761481 4
6981 183972.479761481 4
4800 184017.612192476 4
4801 184017.612192476 4
357 184017.612192476 4
7874 184059.298824404 3
1967 184059.298824404 3
6491 184061.627838998 5
6490 184061.627838998 5
6492 184061.627838998 5
1241 184061.627838998 5
1011 184069.672907723 3
6078 184069.672907723 3
10496 184078.831674969 3
3413 184078.831674969 3
4761 184149.473460451 4
4760 184149.473460451 4
339 184149.473460451 4
573 184158.715646164 4
5220 184158.715646164 4
5221 184158.715646164 4
1911 184164.258518949 3
7779 184164.258518949 3
6351 184190.487395055 3
1163 184190.487395055 3
6715 184240.640110423 4
1356 184240.640110423 4
6714 184240.640110423 4
7732 184252.927129943 5
1887 184252.927129943 5
7733 184252.927129943 5
7731 184252.927129943 5
5183 184323.662035477 4
552 184323.662035477 4
5182 184323.662035477 4
82 184337.883951848 4
4225 184337.883951848 4
4224 184337.883951848 4
4660 184375.479084501 4
4661 184375.479084501 4
292 184375.479084501 4
1240 184382.963564445 4
6489 184382.963564445 4
6488 184382.963564445 4
9207 184433.771387634 5
9208 184433.771387634 5
9206 184433.771387634 5
2707 184433.771387634 5
4701 184455.206405424 4
312 184455.206405424 4
4700 184455.206405424 4
5077 184536.280926151 4
499 184536.280926151 4
5076 184536.280926151 4
2777 184554.846368038 4
9331 184554.846368038 4
9332 184554.846368038 4
8959 184587.31575193 4
2572 184587.31575193 4
8958 184587.31575193 4
5530 184624.178833744 4
5531 184624.178833744 4
738 184624.178833744 4
8920 184734.147874794 4
2554 184734.147874794 4
8921 184734.147874794 4
10536 184734.719726638 4
10537 184734.719726638 4
3433 184734.719726638 4
10818 184886.468890861 3
3581 184886.468890861 3
398 184899.761127976 4
4883 184899.761127976 4
4882 184899.761127976 4
4640 184988.669826227 4
4641 184988.669826227 4
282 184988.669826227 4
4560 185011.458746937 4
243 185011.458746937 4
4559 185011.458746937 4
3078 185023.31198752 3
9897 185023.31198752 3
6941 185072.384182846 4
1488 185072.384182846 4
6942 185072.384182846 4
487 185182.412040419 4
5054 185182.412040419 4
5055 185182.412040419 4
10007 185219.398924558 4
3137 185219.398924558 4
10008 185219.398924558 4
11470 185248.258801945 4
11471 185248.258801945 4
3953 185248.258801945 4
8618 185316.143681768 4
2378 185316.143681768 4
8619 185316.143681768 4
1112 185328.240935888 4
6269 185328.240935888 4
6268 185328.240935888 4
7201 185331.562877038 5
7203 185331.562877038 5
7202 185331.562877038 5
1611 185331.562877038 5
3134 185375.973660208 3
10004 185375.973660208 3
10233 185392.405226839 4
3255 185392.405226839 4
10232 185392.405226839 4
7025 185415.01766279 4
1524 185415.01766279 4
7024 185415.01766279 4
9085 185440.58531931 4
2637 185440.58531931 4
9086 185440.58531931 4
5716 185444.555307085 4
837 185444.555307085 4
5715 185444.555307085 4
2346 185470.67544973 3
8555 185470.67544973 3
8365 185488.175680585 4
2237 185488.175680585 4
8366 185488.175680585 4
5225 185526.776651711 4
576 185526.776651711 4
5226 185526.776651711 4
11631 185529.20847741 3
4048 185529.20847741 3
9248 185617.167888195 4
9247 185617.167888195 4
2733 185617.167888195 4
8716 185689.323040599 4
8715 185689.323040599 4
2436 185689.323040599 4
10591 185766.627069003 4
3461 185766.627069003 4
10590 185766.627069003 4
7022 185794.332774132 4
1523 185794.332774132 4
7023 185794.332774132 4
6101 185796.000138139 3
1026 185796.000138139 3
4387 185820.140189649 4
162 185820.140189649 4
4388 185820.140189649 4
6024 185826.454340803 5
6023 185826.454340803 5
983 185826.454340803 5
6025 185826.454340803 5
8824 185934.674931071 4
2500 185934.674931071 4
8825 185934.674931071 4
1753 185944.305345569 4
7474 185944.305345569 4
7475 185944.305345569 4
5902 185947.503914086 5
921 185947.503914086 5
5901 185947.503914086 5
5903 185947.503914086 5
5148 185979.020495772 5
5147 185979.020495772 5
536 185979.020495772 5
5146 185979.020495772 5
8808 186025.74875697 4
8809 186025.74875697 4
2490 186025.74875697 4
768 186077.02042433 4
5586 186077.02042433 4
5585 186077.02042433 4
11299 186118.842360078 4
11298 186118.842360078 4
3853 186118.842360078 4
5964 186124.867854568 5
948 186124.867854568 5
5962 186124.867854568 5
5963 186124.867854568 5
60 186139.691798146 4
4183 186139.691798146 4
4182 186139.691798146 4
7535 186148.614385749 4
7534 186148.614385749 4
1782 186148.614385749 4
3540 186185.734008726 5
10735 186185.734008726 5
10736 186185.734008726 5
10734 186185.734008726 5
477 186196.025437179 4
5035 186196.025437179 4
5034 186196.025437179 4
3580 186246.998573646 3
10817 186246.998573646 3
11190 186303.679915328 4
3797 186303.679915328 4
11191 186303.679915328 4
4329 186376.126786769 4
4330 186376.126786769 4
136 186376.126786769 4
6934 186381.36988421 4
1485 186381.36988421 4
6933 186381.36988421 4
9547 186406.728630218 3
2891 186406.728630218 3
1118 186411.88983064 5
6278 186411.88983064 5
6277 186411.88983064 5
6279 186411.88983064 5
4921 186499.131994625 3
418 186499.131994625 3
10867 186585.068240056 4
3609 186585.068240056 4
10868 186585.068240056 4
9083 186587.081969275 4
9084 186587.081969275 4
2636 186587.081969275 4
3004 186603.327397247 4
9767 186603.327397247 4
9766 186603.327397247 4
11009 186670.39559709 4
11010 186670.39559709 4
3691 186670.39559709 4
9194 186674.23275038 4
2700 186674.23275038 4
9195 186674.23275038 4
9513 186720.587333478 5
9511 186720.587333478 5
2873 186720.587333478 5
9512 186720.587333478 5
7280 186786.061709839 4
7279 186786.061709839 4
1654 186786.061709839 4
2354 186790.908022536 4
8571 186790.908022536 4
8570 186790.908022536 4
457 186791.804709058 4
4997 186791.804709058 4
4998 186791.804709058 4
4033 186814.725682096 4
11598 186814.725682096 4
11599 186814.725682096 4
10711 186906.594797419 4
3531 186906.594797419 4
10712 186906.594797419 4
309 186908.48608076 4
4694 186908.48608076 4
4695 186908.48608076 4
9951 186973.307463173 4
3102 186973.307463173 4
9952 186973.307463173 4
7781 186975.203964114 4
7780 186975.203964114 4
1912 186975.203964114 4
338 187005.8005482 5
4757 187005.8005482 5
4759 187005.8005482 5
4758 187005.8005482 5
5412 187008.11589586 4
677 187008.11589586 4
5413 187008.11589586 4
662 187023.946055785 4
5384 187023.946055785 4
5383 187023.946055785 4
2835 187087.030219026 4
9446 187087.030219026 4
9445 187087.030219026 4
7430 187088.69311064 4
1730 187088.69311064 4
7431 187088.69311064 4
7481 187153.949964746 4
1756 187153.949964746 4
7482 187153.949964746 4
5411 187290.815153625 3
676 187290.815153625 3
4562 187347.633155568 4
4561 187347.633155568 4
244 187347.633155568 4
9980 187408.185671355 4
3117 187408.185671355 4
9979 187408.185671355 4
7505 187448.928255359 4
7504 187448.928255359 4
1769 187448.928255359 4
1997 187540.650209403 3
7929 187540.650209403 3
4510 187541.007733878 4
218 187541.007733878 4
4511 187541.007733878 4
10534 187591.046814387 5
3432 187591.046814387 5
10533 187591.046814387 5
10535 187591.046814387 5
4703 187676.300214729 4
4702 187676.300214729 4
313 187676.300214729 4
4861 187745.264690789 4
389 187745.264690789 4
4862 187745.264690789 4
4396 187759.152796193 4
4395 187759.152796193 4
166 187759.152796193 4
4517 187765.982905316 4
222 187765.982905316 4
4518 187765.982905316 4
2383 187773.648252825 3
8627 187773.648252825 3
3051 187778.392574331 3
9854 187778.392574331 3
9113 187831.206301497 4
2654 187831.206301497 4
9114 187831.206301497 4
6841 187833.60841435 3
1427 187833.60841435 3
8278 187943.221988262 4
8277 187943.221988262 4
2185 187943.221988262 4
5733 188025.405197948 3
847 188025.405197948 3
10023 188057.751499085 4
3146 188057.751499085 4
10022 188057.751499085 4
10050 188060.665485519 4
3160 188060.665485519 4
10049 188060.665485519 4
3144 188069.784635835 4
10017 188069.784635835 4
10018 188069.784635835 4
2302 188105.041873647 4
8479 188105.041873647 4
8478 188105.041873647 4
10729 188124.568678004 4
3538 188124.568678004 4
10730 188124.568678004 4
8421 188142.612130957 3
2270 188142.612130957 3
4403 188144.42290419 4
169 188144.42290419 4
4402 188144.42290419 4
7681 188186.418744327 4
7680 188186.418744327 4
1861 188186.418744327 4
3501 188201.361051163 4
10654 188201.361051163 4
10655 188201.361051163 4
4102 188235.180078286 5
4104 188235.180078286 5
21 188235.180078286 5
4103 188235.180078286 5
4191 188271.064728267 4
64 188271.064728267 4
4190 188271.064728267 4
3114 188278.105038891 4
9975 188278.105038891 4
9974 188278.105038891 4
10482 188285.189735082 4
10481 188285.189735082 4
3403 188285.189735082 4
8476 188346.482042833 4
8477 188346.482042833 4
2301 188346.482042833 4
7103 188390.980612973 4
7104 188390.980612973 4
1563 188390.980612973 4
829 188423.699669231 4
5700 188423.699669231 4
5701 188423.699669231 4
4268 188439.501010562 4
4267 188439.501010562 4
104 188439.501010562 4
263 188614.901812592 4
4598 188614.901812592 4
4599 188614.901812592 4
7634 188617.407322112 5
7632 188617.407322112 5
1837 188617.407322112 5
7633 188617.407322112 5
3903 188643.217284594 4
11390 188643.217284594 4
11391 188643.217284594 4
10383 188663.047763513 3
3341 188663.047763513 3
11087 188791.473118481 4
3734 188791.473118481 4
11086 188791.473118481 4
8773 188808.548155595 4
2469 188808.548155595 4
8774 188808.548155595 4
7417 188820.931213869 5
1722 188820.931213869 5
7416 188820.931213869 5
7418 188820.931213869 5
6261 188838.476057482 3
1106 188838.476057482 3
4284 188889.082514271 4
113 188889.082514271 4
4283 188889.082514271 4
1680 189005.678973017 4
7328 189005.678973017 4
7327 189005.678973017 4
5851 189048.291606188 4
5852 189048.291606188 4
899 189048.291606188 4
9704 189064.164550229 3
2972 189064.164550229 3
8590 189066.026703645 4
2362 189066.026703645 4
8589 189066.026703645 4
7942 189080.683503979 4
2006 189080.683503979 4
7943 189080.683503979 4
5682 189126.858225718 4
5681 189126.858225718 4
818 189126.858225718 4
8185 189154.960323445 4
2140 189154.960323445 4
8184 189154.960323445 4
10264 189175.746307236 3
3272 189175.746307236 3
3689 189212.281655975 4
11006 189212.281655975 4
11005 189212.281655975 4
5075 189323.477316894 4
498 189323.477316894 4
5074 189323.477316894 4
5728 189325.662662303 4
844 189325.662662303 4
5727 189325.662662303 4
1547 189340.49201759 4
7076 189340.49201759 4
7077 189340.49201759 4
2441 189353.440797714 3
8724 189353.440797714 3
4433 189356.882443865 4
183 189356.882443865 4
4432 189356.882443865 4
10297 189368.393534937 4
10298 189368.393534937 4
3288 189368.393534937 4
9963 189430.81203423 3
3107 189430.81203423 3
2590 189464.545555065 3
8994 189464.545555065 3
1830 189489.635057789 4
7621 189489.635057789 4
7620 189489.635057789 4
8381 189491.927284458 5
8379 189491.927284458 5
8380 189491.927284458 5
2246 189491.927284458 5
5245 189622.483694102 4
5246 189622.483694102 4
587 189622.483694102 4
2497 189623.802022157 5
8819 189623.802022157 5
8820 189623.802022157 5
8821 189623.802022157 5
10395 189698.814209147 3
3347 189698.814209147 3
2632 189703.818248553 4
9075 189703.818248553 4
9076 189703.818248553 4
1814 189720.006990517 4
7590 189720.006990517 4
7591 189720.006990517 4
5688 189758.779314172 4
822 189758.779314172 4
5687 189758.779314172 4
2139 189807.406427098 4
8183 189807.406427098 4
8182 189807.406427098 4
4424 189852.202931477 5
180 189852.202931477 5
4425 189852.202931477 5
4426 189852.202931477 5
1585 189878.982676346 4
7150 189878.982676346 4
7149 189878.982676346 4
6776 189890.213632874 3
1389 189890.213632874 3
9307 190023.572113533 4
2764 190023.572113533 4
9306 190023.572113533 4
10898 190053.100289642 4
10897 190053.100289642 4
3626 190053.100289642 4
10291 190114.476297411 4
3285 190114.476297411 4
10292 190114.476297411 4
8406 190115.868488342 4
8407 190115.868488342 4
2260 190115.868488342 4
6829 190126.785722951 4
1418 190126.785722951 4
6828 190126.785722951 4
4966 190135.883522889 4
440 190135.883522889 4
4965 190135.883522889 4
3968 190176.578416001 4
11498 190176.578416001 4
11497 190176.578416001 4
11461 190219.674667512 4
3947 190219.674667512 4
11462 190219.674667512 4
6345 190299.154704397 3
1159 190299.154704397 3
4184 190331.425217246 4
4185 190331.425217246 4
61 190331.425217246 4
3566 190367.710689093 4
10793 190367.710689093 4
10792 190367.710689093 4
8009 190375.250779164 4
8010 190375.250779164 4
2045 190375.250779164 4
881 190380.088268076 3
5808 190380.088268076 3
10437 190401.137592532 4
3375 190401.137592532 4
10436 190401.137592532 4
5867 190401.653844017 4
908 190401.653844017 4
5868 190401.653844017 4
6039 190434.983736005 5
6038 190434.983736005 5
989 190434.983736005 5
6037 190434.983736005 5
8058 190449.899702658 4
8059 190449.899702658 4
2070 190449.899702658 4
8776 190491.854795091 4
2471 190491.854795091 4
8777 190491.854795091 4
717 190508.677441725 4
5491 190508.677441725 4
5492 190508.677441725 4
7791 190544.208245554 3
1919 190544.208245554 3
4198 190561.135780018 4
68 190561.135780018 4
4197 190561.135780018 4
8209 190575.354287974 4
2154 190575.354287974 4
8210 190575.354287974 4
7234 190717.574984476 4
1626 190717.574984476 4
7235 190717.574984476 4
7239 190719.176524509 3
1628 190719.176524509 3
11184 190788.339193914 4
3794 190788.339193914 4
11185 190788.339193914 4
9105 190796.089480515 3
2648 190796.089480515 3
7931 190821.584653894 4
1998 190821.584653894 4
7930 190821.584653894 4
5671 190830.435288654 4
813 190830.435288654 4
5672 190830.435288654 4
4214 190833.233107957 5
4213 190833.233107957 5
77 190833.233107957 5
4215 190833.233107957 5
9117 190839.416022798 4
9118 190839.416022798 4
2656 190839.416022798 4
10550 190915.361752062 5
3439 190915.361752062 5
10551 190915.361752062 5
10552 190915.361752062 5
11410 190931.46287584 4
3911 190931.46287584 4
11409 190931.46287584 4
7145 190932.029873565 4
7146 190932.029873565 4
1583 190932.029873565 4
5106 190951.882878137 4
5107 190951.882878137 4
514 190951.882878137 4
8649 190979.565605479 4
8648 190979.565605479 4
2395 190979.565605479 4
3537 190980.895765753 5
10726 190980.895765753 5
10728 190980.895765753 5
10727 190980.895765753 5
3458 190985.926908347 4
10585 190985.926908347 4
10584 190985.926908347 4
3910 191042.078528005 4
11408 191042.078528005 4
11407 191042.078528005 4
8889 191078.423054803 4
8888 191078.423054803 4
2538 191078.423054803 4
4242 191101.013978412 3
91 191101.013978412 3
3041 191155.996001092 3
9834 191155.996001092 3
10443 191248.81853738 4
10442 191248.81853738 4
3378 191248.81853738 4
6084 191392.116745734 3
1016 191392.116745734 3
11145 191414.05771144 4
11146 191414.05771144 4
3772 191414.05771144 4
10954 191422.090879246 3
3655 191422.090879246 3
4137 191481.468633496 4
38 191481.468633496 4
4136 191481.468633496 4
6079 191633.220928756 3
1012 191633.220928756 3
10060 191724.783242634 3
3165 191724.783242634 3
4109 191726.864201578 3
24 191726.864201578 3
4365 191730.525691567 4
151 191730.525691567 4
4366 191730.525691567 4
9537 191730.824693164 3
2885 191730.824693164 3
10571 191794.730004038 4
10570 191794.730004038 4
3449 191794.730004038 4
9438 191836.70516113 4
9439 191836.70516113 4
2832 191836.70516113 4
4637 191856.514743498 4
280 191856.514743498 4
4636 191856.514743498 4
8228 191890.047506809 4
8227 191890.047506809 4
2162 191890.047506809 4
11228 191898.119651852 3
3818 191898.119651852 3
6947 191921.293348003 4
6946 191921.293348003 4
1490 191921.293348003 4
10385 191943.982208004 4
3342 191943.982208004 4
10384 191943.982208004 4
4145 192011.055009016 4
4144 192011.055009016 4
42 192011.055009016 4
8108 192066.840408006 4
2101 192066.840408006 4
8107 192066.840408006 4
3408 192067.809984819 3
10489 192067.809984819 3
3923 192074.029244836 4
11426 192074.029244836 4
11425 192074.029244836 4
10587 192092.851819582 4
10586 192092.851819582 4
3459 192092.851819582 4
4448 192108.424833288 4
4449 192108.424833288 4
190 192108.424833288 4
6440 192109.718071998 4
6439 192109.718071998 4
1216 192109.718071998 4
8990 192128.967464759 4
8991 192128.967464759 4
2588 192128.967464759 4
5356 192136.781658569 4
5355 192136.781658569 4
647 192136.781658569 4
782 192164.839764047 4
5612 192164.839764047 4
5611 192164.839764047 4
5469 192199.195634786 4
705 192199.195634786 4
5468 192199.195634786 4
4106 192211.335133664 4
22 192211.335133664 4
4105 192211.335133664 4
7357 192220.778777033 4
1693 192220.778777033 4
7356 192220.778777033 4
10764 192263.887289734 5
3553 192263.887289734 5
10763 192263.887289734 5
10762 192263.887289734 5
9473 192272.575915947 4
2850 192272.575915947 4
9474 192272.575915947 4
11478 192293.939307784 4
3958 192293.939307784 4
11477 192293.939307784 4
11573 192309.21976075 4
11572 192309.21976075 4
4017 192309.21976075 4
7804 192319.467064532 3
1928 192319.467064532 3
8923 192326.825959844 3
2556 192326.825959844 3
3987 192343.531294854 4
11525 192343.531294854 4
11524 192343.531294854 4
8397 192395.880198225 4
2255 192395.880198225 4
8398 192395.880198225 4
7563 192438.478201567 4
1798 192438.478201567 4
7562 192438.478201567 4
1301 192439.887554282 4
6604 192439.887554282 4
6605 192439.887554282 4
4603 192446.238655213 4
265 192446.238655213 4
4604 192446.238655213 4
3627 192501.792318859 4
10899 192501.792318859 4
10900 192501.792318859 4
9102 192595.474076768 4
2646 192595.474076768 4
9101 192595.474076768 4
7768 192602.011995745 3
1904 192602.011995745 3
9627 192661.29721973 5
9628 192661.29721973 5
2931 192661.29721973 5
9629 192661.29721973 5
5865 192690.198294276 5
907 192690.198294276 5
5866 192690.198294276 5
5864 192690.198294276 5
678 192708.633380687 4
5415 192708.633380687 4
5414 192708.633380687 4
10963 192730.754764521 4
3661 192730.754764521 4
10962 192730.754764521 4
7432 192834.560097625 4
7433 192834.560097625 4
1731 192834.560097625 4
4724 192844.003016572 4
323 192844.003016572 4
4725 192844.003016572 4
10598 192968.18597132 4
3465 192968.18597132 4
10599 192968.18597132 4
