Seriation_Solution Mean_Distance Solution_Size
7380 132738.717108381 4
5436 132766.395554723 4
5437 132766.395554723 4
688 132766.395554723 4
172 132911.081863621 3
4408 132911.081863621 3
502 132912.13987223 4
5083 132912.13987223 4
5084 132912.13987223 4
3678 133015.321257344 4
10989 133015.321257344 4
10988 133015.321257344 4
10574 133190.653002118 3
3452 133190.653002118 3
6046 133235.37350316 4
992 133235.37350316 4
6047 133235.37350316 4
7208 133276.746620827 5
7209 133276.746620827 5
7207 133276.746620827 5
1613 133276.746620827 5
966 133436.355336503 3
5997 133436.355336503 3
766 133443.462703336 4
5582 133443.462703336 4
5583 133443.462703336 4
9648 133446.780735149 4
2942 133446.780735149 4
9647 133446.780735149 4
8268 133476.886450645 3
2180 133476.886450645 3
10636 133521.332040835 4
3490 133521.332040835 4
10635 133521.332040835 4
3974 133546.705717232 3
11506 133546.705717232 3
3299 133590.18032659 3
10316 133590.18032659 3
408 133675.327379106 3
4899 133675.327379106 3
248 133708.080965225 3
4569 133708.080965225 3
8071 133779.112389781 3
2078 133779.112389781 3
7200 133820.591877063 4
1610 133820.591877063 4
7199 133820.591877063 4
3856 133821.883944717 3
11302 133821.883944717 3
8281 133885.100300261 4
8282 133885.100300261 4
2187 133885.100300261 4
7376 133925.612263554 4
7375 133925.612263554 4
1702 133925.612263554 4
3109 133926.790813013 3
9966 133926.790813013 3
279 134000.154023053 4
4634 134000.154023053 4
4635 134000.154023053 4
1146 134059.801708509 3
6323 134059.801708509 3
3845 134123.853309449 3
11277 134123.853309449 3
10758 134203.635726751 4
3551 134203.635726751 4
10757 134203.635726751 4
5960 134275.351496128 4
5961 134275.351496128 4
947 134275.351496128 4
10305 134300.195912357 3
3293 134300.195912357 3
3568 134404.000304431 3
10797 134404.000304431 3
11576 134443.13409705 5
11577 134443.13409705 5
4019 134443.13409705 5
11575 134443.13409705 5
951 134500.326667566 4
5967 134500.326667566 4
5968 134500.326667566 4
1539 134560.455459468 5
7057 134560.455459468 5
7056 134560.455459468 5
7058 134560.455459468 5
617 134585.606540745 3
5298 134585.606540745 3
9997 134632.913482134 3
3130 134632.913482134 3
9129 134663.061350083 3
2663 134663.061350083 3
9272 134781.259440966 3
2746 134781.259440966 3
252 134781.446390915 3
4574 134781.446390915 3
10312 134802.829958335 4
3297 134802.829958335 4
10313 134802.829958335 4
1030 134884.014029189 4
6108 134884.014029189 4
6109 134884.014029189 4
4676 134907.571973253 4
300 134907.571973253 4
4675 134907.571973253 4
9480 134987.076589691 4
2854 134987.076589691 4
9479 134987.076589691 4
9689 134989.72176906 4
2964 134989.72176906 4
9690 134989.72176906 4
10281 135007.171781929 3
3280 135007.171781929 3
5232 135026.709442684 3
580 135026.709442684 3
5464 135187.15739843 4
5465 135187.15739843 4
702 135187.15739843 4
8370 135220.56923092 3
2240 135220.56923092 3
644 135466.319294829 4
5351 135466.319294829 4
5352 135466.319294829 4
10463 135596.04750831 3
3391 135596.04750831 3
6519 135632.610727756 4
1253 135632.610727756 4
6518 135632.610727756 4
9532 135697.957342525 4
2882 135697.957342525 4
9531 135697.957342525 4
5532 135709.716321009 5
5534 135709.716321009 5
5533 135709.716321009 5
739 135709.716321009 5
330 135715.680246857 3
4740 135715.680246857 3
3574 135725.687217889 3
10808 135725.687217889 3
3862 135731.338818871 3
11311 135731.338818871 3
4196 135823.802340958 4
67 135823.802340958 4
4195 135823.802340958 4
2589 135921.802586574 4
8992 135921.802586574 4
8993 135921.802586574 4
441 135924.940218396 3
4967 135924.940218396 3
6031 136017.585721774 4
6032 136017.585721774 4
986 136017.585721774 4
4824 136044.499246044 5
4823 136044.499246044 5
368 136044.499246044 5
4822 136044.499246044 5
5990 136081.440672997 4
962 136081.440672997 4
5989 136081.440672997 4
8621 136106.616994839 4
8620 136106.616994839 4
2379 136106.616994839 4
6587 136238.920380076 4
1293 136238.920380076 4
6586 136238.920380076 4
2313 136300.332915483 3
8497 136300.332915483 3
6598 136316.705643524 4
1298 136316.705643524 4
6599 136316.705643524 4
10751 136424.263689505 5
10752 136424.263689505 5
10753 136424.263689505 5
3548 136424.263689505 5
11422 136436.485086734 3
3920 136436.485086734 3
10593 136451.68834203 5
10594 136451.68834203 5
10592 136451.68834203 5
3462 136451.68834203 5
8806 136465.343057675 3
2488 136465.343057675 3
10504 136474.92874311 3
3417 136474.92874311 3
6525 136651.689663496 3
1257 136651.689663496 3
11521 136705.987136752 3
3984 136705.987136752 3
2611 136713.820007878 3
9031 136713.820007878 3
9274 136757.374270473 4
9273 136757.374270473 4
2747 136757.374270473 4
914 136764.233505529 4
5882 136764.233505529 4
5881 136764.233505529 4
10228 136814.128449669 4
3253 136814.128449669 4
10227 136814.128449669 4
8484 136862.290154538 4
8485 136862.290154538 4
2305 136862.290154538 4
2394 136906.907025178 3
8647 136906.907025178 3
6890 136976.236572017 3
1458 136976.236572017 3
11303 137102.818389208 4
11304 137102.818389208 4
3857 137102.818389208 4
4304 137116.106200074 4
123 137116.106200074 4
4303 137116.106200074 4
9212 137221.888415077 4
2710 137221.888415077 4
9211 137221.888415077 4
8503 137319.411851223 3
2317 137319.411851223 3
5466 137324.931150083 3
703 137324.931150083 3
7374 137325.414521452 4
1701 137325.414521452 4
7373 137325.414521452 4
10148 137371.417339873 5
10146 137371.417339873 5
10147 137371.417339873 5
3206 137371.417339873 5
2076 137383.634570237 3
8068 137383.634570237 3
2858 137426.650761347 4
9487 137426.650761347 4
9486 137426.650761347 4
9984 137460.380955104 3
3120 137460.380955104 3
9844 137476.451523549 5
3046 137476.451523549 5
9843 137476.451523549 5
9845 137476.451523549 5
4193 137489.174166275 4
65 137489.174166275 4
4192 137489.174166275 4
8104 137489.211896347 4
2099 137489.211896347 4
8105 137489.211896347 4
1728 137528.287411345 3
7428 137528.287411345 3
41 137567.445032371 4
4143 137567.445032371 4
4142 137567.445032371 4
3676 137584.445887946 4
10986 137584.445887946 4
10985 137584.445887946 4
8565 137585.672245722 4
2351 137585.672245722 4
8564 137585.672245722 4
7542 137607.58857576 3
1786 137607.58857576 3
10088 137631.730826757 5
10087 137631.730826757 5
10089 137631.730826757 5
3178 137631.730826757 5
4243 137639.778419642 4
92 137639.778419642 4
4244 137639.778419642 4
294 137655.671525748 4
4664 137655.671525748 4
4665 137655.671525748 4
11623 137677.104886169 4
4044 137677.104886169 4
11622 137677.104886169 4
10641 137738.182396337 3
3493 137738.182396337 3
2661 137747.657273008 3
9126 137747.657273008 3
7364 137753.016690178 5
7363 137753.016690178 5
1696 137753.016690178 5
7365 137753.016690178 5
560 137792.770803331 3
5195 137792.770803331 3
6832 137829.82730759 3
1421 137829.82730759 3
6898 137839.624448453 3
1464 137839.624448453 3
2013 137853.09223916 4
7955 137853.09223916 4
7954 137853.09223916 4
11324 137855.038442702 3
3871 137855.038442702 3
10390 137865.670876208 5
3344 137865.670876208 5
10389 137865.670876208 5
10388 137865.670876208 5
1528 137895.359897319 3
7031 137895.359897319 3
645 138096.250180026 3
5353 138096.250180026 3
10883 138106.417679817 4
10882 138106.417679817 4
3619 138106.417679817 4
3969 138125.918964215 3
11499 138125.918964215 3
4290 138208.743975694 4
4289 138208.743975694 4
116 138208.743975694 4
3404 138362.038765013 3
10483 138362.038765013 3
8452 138499.451747383 5
8453 138499.451747383 5
8451 138499.451747383 5
2288 138499.451747383 5
450 138542.370712949 3
4983 138542.370712949 3
2399 138625.393604328 3
8655 138625.393604328 3
7087 138634.776679731 3
1553 138634.776679731 3
9521 138672.898362679 4
9520 138672.898362679 4
2877 138672.898362679 4
5006 138709.507003574 4
462 138709.507003574 4
5007 138709.507003574 4
8747 138835.836599043 3
2453 138835.836599043 3
7453 138931.804080129 4
1743 138931.804080129 4
7454 138931.804080129 4
3491 138958.624903745 3
10637 138958.624903745 3
7402 139040.074250233 3
1714 139040.074250233 3
8245 139073.003058241 3
2170 139073.003058241 3
1313 139087.161042801 4
6633 139087.161042801 4
6632 139087.161042801 4
1141 139142.006674189 3
6317 139142.006674189 3
6680 139170.449800751 3
1337 139170.449800751 3
8602 139186.418071584 4
8601 139186.418071584 4
2370 139186.418071584 4
10877 139195.809976199 3
3615 139195.809976199 3
1226 139200.659745971 3
6459 139200.659745971 3
11323 139215.568125487 3
3870 139215.568125487 3
4054 139268.145346999 3
11641 139268.145346999 3
1540 139270.15807308 5
7059 139270.15807308 5
7061 139270.15807308 5
7060 139270.15807308 5
5164 139307.601853467 4
5163 139307.601853467 4
543 139307.601853467 4
5375 139362.922500506 4
5374 139362.922500506 4
657 139362.922500506 4
5204 139458.588478903 4
5203 139458.588478903 4
564 139458.588478903 4
1519 139488.059818173 5
7013 139488.059818173 5
7012 139488.059818173 5
7014 139488.059818173 5
7758 139518.529055368 4
7759 139518.529055368 4
1898 139518.529055368 4
10130 139614.310606221 3
3196 139614.310606221 3
4884 139635.855362503 3
399 139635.855362503 3
1557 139653.855615472 3
7092 139653.855615472 3
2483 139900.639425351 3
8797 139900.639425351 3
2962 139943.890524448 3
9685 139943.890524448 3
3854 140148.108695297 3
11300 140148.108695297 3
9777 140184.30941589 3
3010 140184.30941589 3
11633 140190.009341324 4
4049 140190.009341324 4
11632 140190.009341324 4
7959 140205.453057614 4
7958 140205.453057614 4
2016 140205.453057614 4
7999 140220.268785221 4
2040 140220.268785221 4
8000 140220.268785221 4
4412 140245.450027377 3
174 140245.450027377 3
1751 140290.19994049 3
7470 140290.19994049 3
2680 140367.249820964 3
9156 140367.249820964 3
4570 140371.414643205 3
249 140371.414643205 3
2296 140461.838518902 4
8467 140461.838518902 4
8466 140461.838518902 4
10026 140464.352383989 4
3148 140464.352383989 4
10027 140464.352383989 4
2952 140884.547076551 3
9667 140884.547076551 3
3086 141070.515238557 4
9914 141070.515238557 4
9913 141070.515238557 4
9612 141083.974696818 3
2924 141083.974696818 3
4549 141103.113501727 4
236 141103.113501727 4
4548 141103.113501727 4
6834 141110.761752081 4
6833 141110.761752081 4
1422 141110.761752081 4
4218 141140.411375084 5
4220 141140.411375084 5
4219 141140.411375084 5
79 141140.411375084 5
8871 141147.525058744 3
2527 141147.525058744 3
1251 141184.195775153 3
6515 141184.195775153 3
3381 141192.164115906 3
10448 141192.164115906 3
6712 141219.64015154 4
1354 141219.64015154 4
6711 141219.64015154 4
9000 141301.391702332 3
2595 141301.391702332 3
6070 141427.345907047 3
1006 141427.345907047 3
2723 141442.392228237 4
9231 141442.392228237 4
9230 141442.392228237 4
6458 141443.929138404 3
1225 141443.929138404 3
4491 141485.380383265 3
210 141485.380383265 3
1600 141534.388270022 4
7181 141534.388270022 4
7180 141534.388270022 4
6686 141537.232616347 3
1341 141537.232616347 3
165 141541.374835303 4
4394 141541.374835303 4
4393 141541.374835303 4
4942 141594.4211024 4
428 141594.4211024 4
4943 141594.4211024 4
5109 141748.928666745 3
516 141748.928666745 3
539 141833.971102127 4
5154 141833.971102127 4
5155 141833.971102127 4
8494 141851.91796288 3
2311 141851.91796288 3
143 141877.410607325 3
4346 141877.410607325 3
3326 141919.940416625 3
10359 141919.940416625 3
2451 141920.432521968 3
8744 141920.432521968 3
10987 141953.573312077 3
3677 141953.573312077 3
1453 141989.948377904 3
6884 141989.948377904 3
1975 142059.693739026 4
3030 142059.693739026 4
3779 142059.693739026 4
1699 142059.693739026 4
6791 142059.693739026 4
1399 142059.693739026 4
7889 142059.693739026 4
723 142059.693739026 4
9816 142059.693739026 4
7370 142059.693739026 4
5503 142059.693739026 4
9815 142059.693739026 4
11159 142059.693739026 4
7888 142059.693739026 4
11158 142059.693739026 4
5504 142059.693739026 4
6790 142059.693739026 4
7371 142059.693739026 4
708 142074.884228131 3
5474 142074.884228131 3
250 142232.786476642 3
4571 142232.786476642 3
968 142247.234206403 3
5999 142247.234206403 3
4763 142269.877654411 5
4764 142269.877654411 5
340 142269.877654411 5
4762 142269.877654411 5
4631 142346.342825551 4
4630 142346.342825551 4
277 142346.342825551 4
56 142422.379668122 3
4174 142422.379668122 3
6606 142449.369759326 3
1302 142449.369759326 3
11638 142490.169674061 3
4052 142490.169674061 3
4551 142495.147299157 3
238 142495.147299157 3
3603 142506.80562515 3
10859 142506.80562515 3
9830 142558.58631373 4
3039 142558.58631373 4
9831 142558.58631373 4
2804 142598.999878256 4
9389 142598.999878256 4
9388 142598.999878256 4
4458 142600.180836139 4
194 142600.180836139 4
4457 142600.180836139 4
8973 142614.7758211 4
2580 142614.7758211 4
8974 142614.7758211 4
10144 142623.428107566 3
3204 142623.428107566 3
10621 142657.1452255 3
3480 142657.1452255 3
3542 142692.248735488 4
10741 142692.248735488 4
10740 142692.248735488 4
1844 142704.387724573 4
7644 142704.387724573 4
7645 142704.387724573 4
8461 142745.99872644 4
2293 142745.99872644 4
8460 142745.99872644 4
6571 142784.092642562 3
1284 142784.092642562 3
838 142800.127452894 3
5717 142800.127452894 3
9381 142810.392379699 5
9383 142810.392379699 5
2800 142810.392379699 5
9382 142810.392379699 5
1335 142822.891138707 3
6677 142822.891138707 3
11063 142846.377038193 3
3720 142846.377038193 3
10540 142855.123920598 5
10538 142855.123920598 5
10539 142855.123920598 5
3434 142855.123920598 5
7020 142977.728494157 4
7021 142977.728494157 4
1522 142977.728494157 4
6158 143059.725606598 3
1054 143059.725606598 3
9326 143106.716879331 3
2774 143106.716879331 3
10980 143117.388720882 4
10981 143117.388720882 4
3673 143117.388720882 4
10197 143139.915310035 3
3237 143139.915310035 3
961 143153.693101251 3
5988 143153.693101251 3
1451 143210.390885311 3
6881 143210.390885311 3
1179 143232.90415429 3
6374 143232.90415429 3
4893 143249.251780294 5
4891 143249.251780294 5
4892 143249.251780294 5
403 143249.251780294 5
5261 143394.082825334 4
596 143394.082825334 4
5262 143394.082825334 4
3559 143424.384803014 4
10776 143424.384803014 4
10777 143424.384803014 4
886 143443.167374256 4
5819 143443.167374256 4
5818 143443.167374256 4
6054 143455.352063176 4
996 143455.352063176 4
6055 143455.352063176 4
600 143619.057996772 4
5267 143619.057996772 4
5266 143619.057996772 4
5817 143632.500151324 3
885 143632.500151324 3
7586 143692.486051207 4
7587 143692.486051207 4
1812 143692.486051207 4
7826 143713.827792494 3
1942 143713.827792494 3
1377 143765.803206677 3
6752 143765.803206677 3
10362 143867.188937806 4
3328 143867.188937806 4
10363 143867.188937806 4
1711 143934.424353256 3
7397 143934.424353256 3
4650 143966.453232162 3
287 143966.453232162 3
5130 144040.858927122 3
528 144040.858927122 3
4385 144067.744083962 4
4386 144067.744083962 4
161 144067.744083962 4
9510 144095.996827249 3
2872 144095.996827249 3
6830 144156.05205817 3
1419 144156.05205817 3
7085 144186.361727128 3
1551 144186.361727128 3
9301 144217.065967992 4
9300 144217.065967992 4
2760 144217.065967992 4
5086 144224.828799654 4
5085 144224.828799654 4
503 144224.828799654 4
4163 144239.99672608 4
50 144239.99672608 4
4164 144239.99672608 4
8371 144255.50306375 3
2241 144255.50306375 3
10193 144360.357817443 3
3235 144360.357817443 3
110 144531.328092818 3
4278 144531.328092818 3
2929 144553.780007377 4
9623 144553.780007377 4
9624 144553.780007377 4
4057 144614.320450941 3
11644 144614.320450941 3
230 144683.790913246 4
4537 144683.790913246 4
4538 144683.790913246 4
3573 144746.38082234 3
10807 144746.38082234 3
2057 144800.560616893 3
8033 144800.560616893 3
3303 144816.206911229 4
10323 144816.206911229 4
10322 144816.206911229 4
9022 144834.981844423 3
2606 144834.981844423 3
8696 144947.013456828 4
8697 144947.013456828 4
2423 144947.013456828 4
11280 144996.076931032 6
11279 144996.076931032 6
3846 144996.076931032 6
11278 144996.076931032 6
11281 144996.076931032 6
9985 145023.928976138 3
3121 145023.928976138 3
8177 145085.368339063 4
2136 145085.368339063 4
8176 145085.368339063 4
9420 145087.71093238 5
9419 145087.71093238 5
9418 145087.71093238 5
2818 145087.71093238 5
465 145206.181875756 4
5013 145206.181875756 4
5012 145206.181875756 4
9278 145278.095303477 4
2750 145278.095303477 4
9279 145278.095303477 4
3884 145283.961303847 4
11354 145283.961303847 4
11353 145283.961303847 4
8007 145355.60169523 4
2044 145355.60169523 4
8008 145355.60169523 4
4369 145398.354233662 5
4370 145398.354233662 5
153 145398.354233662 5
4371 145398.354233662 5
2987 145401.590453668 4
9735 145401.590453668 4
9734 145401.590453668 4
283 145401.96623199 4
4642 145401.96623199 4
4643 145401.96623199 4
7156 145425.346398215 5
1589 145425.346398215 5
7157 145425.346398215 5
7158 145425.346398215 5
9558 145432.609365876 3
2898 145432.609365876 3
6963 145619.726491985 5
6962 145619.726491985 5
6964 145619.726491985 5
1496 145619.726491985 5
7652 145646.762622021 4
7653 145646.762622021 4
1848 145646.762622021 4
2521 145680.031170401 3
8861 145680.031170401 3
10067 145724.983181147 4
3169 145724.983181147 4
10068 145724.983181147 4
6728 145803.629016581 3
1364 145803.629016581 3
10944 145822.835598315 3
3650 145822.835598315 3
7662 145871.737793459 5
1852 145871.737793459 5
7660 145871.737793459 5
7661 145871.737793459 5
11307 145890.527395303 4
11308 145890.527395303 4
3860 145890.527395303 4
638 145919.538408796 4
5339 145919.538408796 4
5340 145919.538408796 4
5450 146036.544541507 4
5451 146036.544541507 4
696 146036.544541507 4
3539 146244.972871964 5
10732 146244.972871964 5
10733 146244.972871964 5
10731 146244.972871964 5
9600 146285.718909744 3
2918 146285.718909744 3
7300 146315.295917614 3
1666 146315.295917614 3
2874 146320.732284324 3
9514 146320.732284324 3
391 146363.354277903 5
4867 146363.354277903 5
4865 146363.354277903 5
4866 146363.354277903 5
8188 146385.055374533 4
2142 146385.055374533 4
8189 146385.055374533 4
3222 146392.616901033 3
10172 146392.616901033 3
5118 146453.166698693 3
521 146453.166698693 3
1228 146535.027909727 3
6462 146535.027909727 3
1390 146640.179852565 3
6777 146640.179852565 3
10005 146655.103220052 3
3135 146655.103220052 3
2826 146735.519040153 3
9430 146735.519040153 3
8111 146784.729458133 3
2104 146784.729458133 3
9481 146962.749433772 4
9482 146962.749433772 4
2855 146962.749433772 4
8828 146979.729114226 3
2502 146979.729114226 3
3956 146987.813993988 3
11474 146987.813993988 3
11 146999.147510421 4
4081 146999.147510421 4
4082 146999.147510421 4
7965 147021.935674615 4
2019 147021.935674615 4
7964 147021.935674615 4
6012 147270.7233748 4
6013 147270.7233748 4
975 147270.7233748 4
4409 147347.863261506 5
4410 147347.863261506 5
4411 147347.863261506 5
173 147347.863261506 5
8775 147364.88801222 3
2470 147364.88801222 3
8779 147384.338557567 4
2473 147384.338557567 4
8780 147384.338557567 4
3852 147397.417321756 4
11297 147397.417321756 4
11296 147397.417321756 4
2513 147399.357893434 4
8845 147399.357893434 4
8846 147399.357893434 4
3820 147455.885464876 3
11230 147455.885464876 3
7485 147561.859881541 3
1758 147561.859881541 3
5646 147586.192607068 3
801 147586.192607068 3
6673 147613.445622759 4
1333 147613.445622759 4
6674 147613.445622759 4
2477 147705.79113718 4
8787 147705.79113718 4
8786 147705.79113718 4
2889 147788.147320891 3
9544 147788.147320891 3
4038 147810.492188603 3
11610 147810.492188603 3
2366 147872.104541888 3
8595 147872.104541888 3
8673 148051.834995009 3
2409 148051.834995009 3
6536 148137.829539724 3
1264 148137.829539724 3
11582 148185.373696333 4
4023 148185.373696333 4
11583 148185.373696333 4
4108 148207.551425295 4
23 148207.551425295 4
4107 148207.551425295 4
7612 148222.538723316 4
1824 148222.538723316 4
7611 148222.538723316 4
3665 148303.766376581 3
10969 148303.766376581 3
10770 148318.734906037 4
3556 148318.734906037 4
10771 148318.734906037 4
7650 148325.196712936 4
7651 148325.196712936 4
1847 148325.196712936 4
11015 148370.667974427 3
3694 148370.667974427 3
6111 148387.562926887 4
1031 148387.562926887 4
6110 148387.562926887 4
6496 148423.175879252 4
1243 148423.175879252 4
6497 148423.175879252 4
480 148436.455514497 3
5041 148436.455514497 3
10451 148460.99725558 3
3383 148460.99725558 3
3914 148477.631312632 3
11415 148477.631312632 3
11120 148499.174987662 3
3755 148499.174987662 3
10604 148541.19758338 3
3469 148541.19758338 3
9656 148551.210705187 4
2946 148551.210705187 4
9657 148551.210705187 4
2269 148663.957509782 3
8420 148663.957509782 3
3119 148676.370314094 3
9983 148676.370314094 3
9889 148729.196335653 4
3073 148729.196335653 4
9888 148729.196335653 4
4307 148737.671584215 4
125 148737.671584215 4
4308 148737.671584215 4
3836 148737.999037518 3
11259 148737.999037518 3
8257 148746.763325573 4
8256 148746.763325573 4
2175 148746.763325573 4
2253 148770.711619866 4
8394 148770.711619866 4
8393 148770.711619866 4
8514 148805.551727451 3
2324 148805.551727451 3
1343 148806.065756022 3
6689 148806.065756022 3
270 148814.82538575 5
4615 148814.82538575 5
4616 148814.82538575 5
4614 148814.82538575 5
3361 148833.943708646 3
10415 148833.943708646 3
1932 149002.868373272 4
7810 149002.868373272 4
7811 149002.868373272 4
281 149054.407569946 4
4639 149054.407569946 4
4638 149054.407569946 4
2332 149120.39000526 4
8526 149120.39000526 4
8525 149120.39000526 4
8118 149161.011071047 4
2107 149161.011071047 4
8117 149161.011071047 4
3220 149178.41470599 3
10169 149178.41470599 3
224 149279.029449686 5
4523 149279.029449686 5
4522 149279.029449686 5
4524 149279.029449686 5
1740 149292.671303141 4
7448 149292.671303141 4
7447 149292.671303141 4
3549 149317.45861315 4
10754 149317.45861315 4
10755 149317.45861315 4
2894 149336.088461165 3
9551 149336.088461165 3
7685 149357.988210069 4
7684 149357.988210069 4
1863 149357.988210069 4
9258 149452.12436763 4
2739 149452.12436763 4
9259 149452.12436763 4
8840 149510.026527668 4
2511 149510.026527668 4
8841 149510.026527668 4
11458 149612.022358348 3
3945 149612.022358348 3
4924 149723.891171127 4
420 149723.891171127 4
4923 149723.891171127 4
3296 149751.673727694 4
10311 149751.673727694 4
10310 149751.673727694 4
1973 149757.382060526 4
8754 149757.382060526 4
8349 149757.382060526 4
1397 149757.382060526 4
3777 149757.382060526 4
6787 149757.382060526 4
11156 149757.382060526 4
11049 149757.382060526 4
8350 149757.382060526 4
9136 149757.382060526 4
2457 149757.382060526 4
7885 149757.382060526 4
2226 149757.382060526 4
11048 149757.382060526 4
3711 149757.382060526 4
6788 149757.382060526 4
2667 149757.382060526 4
8755 149757.382060526 4
7886 149757.382060526 4
9135 149757.382060526 4
11155 149757.382060526 4
1802 149810.056105479 3
7568 149810.056105479 3
10774 149826.546504197 4
3558 149826.546504197 4
10775 149826.546504197 4
6582 149844.402295828 4
6581 149844.402295828 4
1290 149844.402295828 4
11447 149847.630061008 4
3938 149847.630061008 4
11448 149847.630061008 4
9986 149873.057067173 4
3122 149873.057067173 4
9987 149873.057067173 4
8810 149909.211369624 3
2491 149909.211369624 3
3838 149980.871105658 3
11262 149980.871105658 3
5030 150028.352536627 3
475 150028.352536627 3
5249 150038.129176538 4
589 150038.129176538 4
5248 150038.129176538 4
4031 150073.739080473 3
11594 150073.739080473 3
8318 150092.61711916 3
2206 150092.61711916 3
4735 150152.177825589 5
328 150152.177825589 5
4737 150152.177825589 5
4736 150152.177825589 5
1440 150171.335976385 3
6860 150171.335976385 3
7575 150202.694842391 3
1807 150202.694842391 3
5325 150217.735839168 4
629 150217.735839168 4
5324 150217.735839168 4
3392 150236.256074559 3
10464 150236.256074559 3
2883 150245.818555589 3
9533 150245.818555589 3
1617 150246.216135594 4
7218 150246.216135594 4
7217 150246.216135594 4
8131 150248.359624087 3
2113 150248.359624087 3
11054 150253.947823444 5
11052 150253.947823444 5
11053 150253.947823444 5
3713 150253.947823444 5
7360 150341.182970993 5
7358 150341.182970993 5
1694 150341.182970993 5
7359 150341.182970993 5
10572 150351.069860663 3
3450 150351.069860663 3
10575 150370.52040601 4
3453 150370.52040601 4
10576 150370.52040601 4
622 150403.560164156 4
5309 150403.560164156 4
5310 150403.560164156 4
5173 150447.029489839 4
5172 150447.029489839 4
547 150447.029489839 4
2728 150463.557555439 4
9240 150463.557555439 4
9239 150463.557555439 4
10171 150519.164306316 4
3221 150519.164306316 4
10170 150519.164306316 4
10168 150538.944388775 3
3219 150538.944388775 3
5562 150657.043659909 3
753 150657.043659909 3
10939 150717.185701338 3
3647 150717.185701338 3
6987 150943.520794896 5
6989 150943.520794896 5
6988 150943.520794896 5
1507 150943.520794896 5
3425 150948.376274988 4
10516 150948.376274988 4
10517 150948.376274988 4
9882 150960.666122802 4
3068 150960.666122802 4
9883 150960.666122802 4
2751 150973.591928016 4
9281 150973.591928016 4
9280 150973.591928016 4
5129 151020.704089044 4
5128 151020.704089044 4
527 151020.704089044 4
3803 151026.584364152 3
11200 151026.584364152 3
10159 151108.566955789 3
3213 151108.566955789 3
9229 151123.986576411 4
9228 151123.986576411 4
2722 151123.986576411 4
10371 151140.689492888 3
3334 151140.689492888 3
4573 151180.326383947 4
4572 151180.326383947 4
251 151180.326383947 4
6665 151260.644615502 3
1328 151260.644615502 3
5730 151290.688364406 4
845 151290.688364406 4
5729 151290.688364406 4
310 151307.235892361 4
4696 151307.235892361 4
4697 151307.235892361 4
1166 151329.944719455 3
6354 151329.944719455 3
9742 151333.20913925 4
2991 151333.20913925 4
9743 151333.20913925 4
7004 151372.269062338 4
7005 151372.269062338 4
1515 151372.269062338 4
3 151401.35748575 3
4065 151401.35748575 3
6827 151405.360684629 4
1417 151405.360684629 4
6826 151405.360684629 4
8222 151466.61742939 4
2160 151466.61742939 4
8223 151466.61742939 4
6999 151587.09235327 4
1512 151587.09235327 4
6998 151587.09235327 4
8896 151600.193797744 4
2542 151600.193797744 4
8895 151600.193797744 4
7282 151604.336498392 4
1656 151604.336498392 4
7283 151604.336498392 4
5571 151613.142649549 3
758 151613.142649549 3
6453 151617.396506565 4
1222 151617.396506565 4
6454 151617.396506565 4
5441 151703.097743937 4
690 151703.097743937 4
5440 151703.097743937 4
4881 151733.378452493 4
397 151733.378452493 4
4880 151733.378452493 4
3590 151865.097273565 4
10835 151865.097273565 4
10834 151865.097273565 4
1677 151940.894763515 4
7322 151940.894763515 4
7321 151940.894763515 4
10145 151964.974337481 3
3205 151964.974337481 3
7567 152053.325497913 3
1801 152053.325497913 3
7062 152054.086532107 4
7063 152054.086532107 4
1541 152054.086532107 4
3728 152067.126114457 3
11075 152067.126114457 3
6192 152098.918848132 5
6190 152098.918848132 5
1069 152098.918848132 5
6191 152098.918848132 5
8713 152124.063328419 4
2435 152124.063328419 4
8714 152124.063328419 4
4002 152134.766070992 3
11554 152134.766070992 3
926 152216.431640337 4
5912 152216.431640337 4
5913 152216.431640337 4
9990 152251.219827648 3
3125 152251.219827648 3
8793 152260.655369573 3
2480 152260.655369573 3
5286 152272.424430457 3
610 152272.424430457 3
8929 152454.80219713 4
2560 152454.80219713 4
8930 152454.80219713 4
1306 152500.1832077 4
6615 152500.1832077 4
6614 152500.1832077 4
2534 152633.664934972 3
8883 152633.664934972 3
5218 152714.584500138 3
571 152714.584500138 3
11574 152861.1493749 3
4018 152861.1493749 3
1256 152942.490262595 3
6524 152942.490262595 3
154 153027.114547375 4
4372 153027.114547375 4
4373 153027.114547375 4
8678 153039.055602764 3
2412 153039.055602764 3
5181 153055.025547684 4
5180 153055.025547684 4
551 153055.025547684 4
6218 153106.085111993 3
1081 153106.085111993 3
7222 153211.886044554 4
7221 153211.886044554 4
1619 153211.886044554 4
1164 153348.461444563 3
6352 153348.461444563 3
10319 153415.791484809 3
3301 153415.791484809 3
2363 153462.072794178 3
8591 153462.072794178 3
2042 153466.771758699 4
8003 153466.771758699 4
8004 153466.771758699 4
5460 153486.424551188 4
700 153486.424551188 4
5461 153486.424551188 4
10876 153557.918781051 3
3614 153557.918781051 3
1429 153565.808602843 3
6843 153565.808602843 3
6781 153584.722349034 3
1393 153584.722349034 3
8502 153610.212450321 3
2316 153610.212450321 3
5810 153621.674243931 5
5809 153621.674243931 5
5811 153621.674243931 5
882 153621.674243931 5
8552 153671.046680576 4
8551 153671.046680576 4
